;Mã tin;Hướng;Phòng ăn;Loại tin;Đường trước nhà;Nhà bếp;Loại BDS;Pháp lý;Sân thượng;Chiều ngang;Số lầu;Chổ để xe hơi;Chiều dài;Số phòng ngủ;Chính chủ;Giá;Diện tích;Địa chỉ;Thuộc dự án;Unnamed: 0
1472;13366047;Đông Nam;---;Cần bán;5m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;4m;2;---;12,8m;4;---; 2,45 tỷ ; 51 m2; Đường Hoàng Diệu, Phường 10, Quận Phú Nhuận, Hồ Chí Minh;;
1473;13366147;_;---;Cần bán;6m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;5m;3;---;14m;6;---; 3,45 tỷ ; 62 m2; Đường Bạch Đằng, Phường 24, Quận Bình Thạnh, Hồ Chí Minh;;
1474;13364904;_;;Cần bán;5m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;2;---;10m;4;---; 3,3 tỷ ; 44 m2; Đường Hồ Thị Kỷ, Phường 1, Quận 10, Hồ Chí Minh;;
1475;13366008;_;;Cần bán;6m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4,3m;1;---;11m;3;---; 2,9 tỷ ; 41 m2; Đường Tôn Đản, Phường 4, Quận 4, Hồ Chí Minh;;
1476;11379631;_;;Cần bán;30m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;3;;20m;4;---; 18,5 tỷ ; 100 m2; Đường Liên Phường, Phường Phước Long B, Thành phố Thủ Đức, Hồ Chí Minh;;
1477;13329238;_;;Cần bán;5m;;Nhà trong hẻm;---;;5,1m;3;---;12,6m;6;---; 4,5 tỷ ; 64 m2; Đường Trần Bình Trọng, Phường 1, Quận 10, Hồ Chí Minh;;
1478;12400119;_;;Cần bán;6m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;4m;1;---;13m;2;---; 2,65 tỷ ; 52 m2; Đường Chu Văn An, Phường 12, Quận Bình Thạnh, Hồ Chí Minh;;
1479;12403807;_;;Cần bán;5m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;3;---;12m;5;---; 2,6 tỷ ; 56 m2; Đường Ngô Đức Kế, Phường 12, Quận Bình Thạnh, Hồ Chí Minh;;
1480;13310419;_;---;Cần bán;5m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;5m;1;---;12m;3;---; 2,2 tỷ ; 45 m2; Đường Lê Đức Thọ, Phường 7, Quận Gò Vấp, Hồ Chí Minh;;
1481;12409317;Đông Bắc;;Cần bán;6m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;1;---;12m;2;---; 2,8 tỷ ; 60 m2; Đường Huỳnh Khương An, Phường 5, Quận Gò Vấp, Hồ Chí Minh;;
1482;13329412;_;;Cần bán;5m;;Nhà trong hẻm;---;---;5m;1;---;18,6m;2;---; 3,4 tỷ ; 63 m2; Đường Tô Hiến Thành, Phường 13, Quận 10, Hồ Chí Minh;;
1483;13240654;_;---;Cần bán;5m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5,56m;4;---;6m;3;---; 3,8 tỷ ; 33 m2; Đường Thích Quảng Đức, Phường 4, Quận Phú Nhuận, Hồ Chí Minh;;
1484;12397530;_;---;Cần bán;3m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;2;---;8m;4;---; 2,4 tỷ ; 40 m2; Đường Nguyễn Thượng Hiền, Phường 5, Quận Bình Thạnh, Hồ Chí Minh;;
1485;13253464;_;---;Cần bán;0m;---;Nhà trong hẻm;---;---;---;9;---;---;14;---; 10,5 tỷ ; 55 m2; Phố Dịch Vọng Hậu, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội;;
1486;13365460;_;;Cần bán;30m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;6,1m;3;;17m;4;---; 55 tỷ ; 100 m2; Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh;;
1487;13365544;_;;Cần bán;7m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;6,2m;3;;19m;5;---; 12,5 tỷ ; 117 m2; Đường Xô Viết Nghệ Tĩnh, Phường 26, Quận Bình Thạnh, Hồ Chí Minh;;
1488;13347837;Đông Nam;---;Cần bán;30m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;6m;6;---;19m;6;---; 35 tỷ ; 99 m2; Đường Thành Thái, Phường 14, Quận 10, Hồ Chí Minh;;
1489;13347868;Tây Bắc;---;Cần bán;30m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;12m;11;---;27m;11;---; 180 tỷ ; 324 m2; Đường Cách Mạng Tháng 8, Phường 11, Quận 3, Hồ Chí Minh;;
1490;13365166;_;---;Cần bán;25m;---;Nhà mặt tiền;---;---;6m;4;---;18m;4;---; 55 tỷ ; 99 m2; Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh;;
1491;13360426;_;---;Cần bán;20m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;6m;5;---;10m;5;---; 35,8 tỷ ; 60 m2; Đường Cao Thắng, Phường 4, Quận 3, Hồ Chí Minh;;
1492;13364925;_;;Cần bán;16m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;4;;14m;4;---; 12,5 tỷ ; 56 m2; Đường Bàu Cát, Phường 14, Quận Tân Bình, Hồ Chí Minh;;
1493;13364811;_;;Cần bán;6m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;15,5m;3;;45m;6;---; 15 tỷ ; 686 m2; Đường Thạnh Lộc 19, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh;;
1494;13329008;_;---;Cần bán;6m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;18m;3;---;20m;5;---; 16,5 tỷ ; 368 m2; Đường Quốc lộ 23, Xã Tiền Phong, Huyện Mê Linh, Hà Nội;;
1495;13256280;_;---;Cần bán;5m;---;Nhà trong hẻm;---;---;4,5m;2;---;12,6m;2;---; 3,6 tỷ ; 57 m2; Đường Lê Hồng Phong, Phường 1, Quận 10, Hồ Chí Minh;;
1496;13292540;_;---;Cần bán;1,5m;---;Nhà trong hẻm;---;---;---;1;---;---;2;---; 3,45 tỷ ; 44 m2; Đường Bành Văn Trân, Phường 7, Quận Tân Bình, Hồ Chí Minh;;
1497;13365689;Tây Nam;;Cần bán;2m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4m;4;---;---;3;---; 4,65 tỷ ; 26 m2; 95 Phố Chùa Bộc, Phường Khương Thượng, Quận Đống Đa, Hà Nội;;
1498;13362311;Tây Nam;;Cần bán;10m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;8;;20m;17;---; 12 tỷ ; 60 m2; Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội;;
1499;13009410;Đông Nam;---;Cần bán;3m;---;Nhà mặt tiền;---;---;4m;3;---;8m;3;---; 1,38 tỷ ; 31 m2; Đường Biên Giang, Phường Biên Giang, Quận Hà Đông, Hà Nội;;
1500;13363927;_;;Cần bán;3,5m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4,2m;2;---;---;3;---; 2,75 tỷ ; 63 m2; Đường Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng;;
1501;13362222;_;;Cần bán;3m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;6m;9;---;---;28;---; 19,2 tỷ ; 140 m2; 175 Đường Thịnh Quang, Phường Thịnh Quang, Quận Đống Đa, Hà Nội;;
1502;13150313;_;;Cần bán;8m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;5m;2;;16,4m;4;---; 3,9 tỷ ; 82 m2; Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh;;
1503;13302682;_;;Cần bán;12m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;1;;26m;4;---; 1,8 tỷ ; 130 m2; Đường Xuân Thới Sơn 1, Xã Xuân Thới Sơn, Huyện Hóc Môn, Hồ Chí Minh;;
1504;13347427;Tây Nam;;Cần bán;4m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;5m;1;;30m;4;---; 1,49 tỷ ; 150 m2; Đường Đăng Văn Ngữ, Phường Ea Tam, Thành phố Buôn Ma Thuột, Đắk Lắk;;
1505;11793565;_;;Cần bán;3m;;Nhà mặt tiền;---;;---;5;;---;3;---; 3,7 tỷ ; 45 m2; Đường Bằng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội;;
1506;13361100;_;;Cần bán;7m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;2;;10m;3;---; 2,65 tỷ ; 40 m2; Đường Liên Khu 5 - 6, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh;;
1507;13329325;_;;Cần bán;5m;;Nhà trong hẻm;---;;3,3m;2;---;12m;2;---; 2,9 tỷ ; 39 m2; Đường Lý Chính Thắng, Phường 8, Quận 3, Hồ Chí Minh;;
1508;9223335;_;;Cần bán;8m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;3;;15m;4;---; 6,2 tỷ ; 70 m2; Quốc Lộ 13, Phường Hiệp Bình Phước, Thành phố Thủ Đức, Hồ Chí Minh;Khu đô thị mới Vạn Phúc City(xem chi tiết dự án);
1509;13250139;_;---;Cần bán;---;---;Nhà trong hẻm;---;---;---;---;---;---;---;---; 3,6 tỷ ; 24 m2; Đường Nguyễn Văn Đậu, Phường 11, Quận Bình Thạnh, Hồ Chí Minh;;
1510;13364994;_;;Cần bán;5m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4,1m;4;;14m;4;---; 8 tỷ ; 60 m2; Quốc Lộ 13, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Hồ Chí Minh;;
1511;13365574;_;---;Cần bán;20m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;6m;3;---;18m;3;---; 54 tỷ ; 100 m2; Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh;;
1512;13366624;Đông Nam;---;Cần bán;20m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;6m;4;---;18m;3;---; 54 tỷ ; 100 m2; Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh;;
1513;13366089;_;;Cần bán;8m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;1;;10m;3;---; 2,4 tỷ ; 48 m2; Đường Đinh Tiên Hoàng, Phường 3, Quận Bình Thạnh, Hồ Chí Minh;;
1514;13329008;_;---;Cần bán;6m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;18m;3;---;20m;5;---; 16,5 tỷ ; 368 m2; Đường Quốc lộ 23, Xã Tiền Phong, Huyện Mê Linh, Hà Nội;;
1515;13256280;_;---;Cần bán;5m;---;Nhà trong hẻm;---;---;4,5m;2;---;12,6m;2;---; 3,6 tỷ ; 57 m2; Đường Lê Hồng Phong, Phường 1, Quận 10, Hồ Chí Minh;;
1516;13292540;_;---;Cần bán;1,5m;---;Nhà trong hẻm;---;---;---;1;---;---;2;---; 3,45 tỷ ; 44 m2; Đường Bành Văn Trân, Phường 7, Quận Tân Bình, Hồ Chí Minh;;
1517;13365689;Tây Nam;;Cần bán;2m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4m;4;---;---;3;---; 4,65 tỷ ; 26 m2; 95 Phố Chùa Bộc, Phường Khương Thượng, Quận Đống Đa, Hà Nội;;
1518;13362311;Tây Nam;;Cần bán;10m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;8;;20m;17;---; 12 tỷ ; 60 m2; Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội;;
1519;13009410;Đông Nam;---;Cần bán;3m;---;Nhà mặt tiền;---;---;4m;3;---;8m;3;---; 1,38 tỷ ; 31 m2; Đường Biên Giang, Phường Biên Giang, Quận Hà Đông, Hà Nội;;
1520;13363927;_;;Cần bán;3,5m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4,2m;2;---;---;3;---; 2,75 tỷ ; 63 m2; Đường Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng;;
1521;13362222;_;;Cần bán;3m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;6m;9;---;---;28;---; 19,2 tỷ ; 140 m2; 175 Đường Thịnh Quang, Phường Thịnh Quang, Quận Đống Đa, Hà Nội;;
1522;13150313;_;;Cần bán;8m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;5m;2;;16,4m;4;---; 3,9 tỷ ; 82 m2; Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh;;
1523;13302682;_;;Cần bán;12m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;1;;26m;4;---; 1,8 tỷ ; 130 m2; Đường Xuân Thới Sơn 1, Xã Xuân Thới Sơn, Huyện Hóc Môn, Hồ Chí Minh;;
1524;13347427;Tây Nam;;Cần bán;4m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;5m;1;;30m;4;---; 1,49 tỷ ; 150 m2; Đường Đăng Văn Ngữ, Phường Ea Tam, Thành phố Buôn Ma Thuột, Đắk Lắk;;
1525;11793565;_;;Cần bán;3m;;Nhà mặt tiền;---;;---;5;;---;3;---; 3,7 tỷ ; 45 m2; Đường Bằng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội;;
1526;13361100;_;;Cần bán;7m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;2;;10m;3;---; 2,65 tỷ ; 40 m2; Đường Liên Khu 5 - 6, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh;;
1527;13329325;_;;Cần bán;5m;;Nhà trong hẻm;---;;3,3m;2;---;12m;2;---; 2,9 tỷ ; 39 m2; Đường Lý Chính Thắng, Phường 8, Quận 3, Hồ Chí Minh;;
1528;9223335;_;;Cần bán;8m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;3;;15m;4;---; 6,2 tỷ ; 70 m2; Quốc Lộ 13, Phường Hiệp Bình Phước, Thành phố Thủ Đức, Hồ Chí Minh;Khu đô thị mới Vạn Phúc City(xem chi tiết dự án);
1529;13250139;_;---;Cần bán;---;---;Nhà trong hẻm;---;---;---;---;---;---;---;---; 3,6 tỷ ; 24 m2; Đường Nguyễn Văn Đậu, Phường 11, Quận Bình Thạnh, Hồ Chí Minh;;
1530;13364994;_;;Cần bán;5m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4,1m;4;;14m;4;---; 8 tỷ ; 60 m2; Quốc Lộ 13, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Hồ Chí Minh;;
1531;13365574;_;---;Cần bán;20m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;6m;3;---;18m;3;---; 54 tỷ ; 100 m2; Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh;;
1532;13366624;Đông Nam;---;Cần bán;20m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;6m;4;---;18m;3;---; 54 tỷ ; 100 m2; Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh;;
1533;13366089;_;;Cần bán;8m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;1;;10m;3;---; 2,4 tỷ ; 48 m2; Đường Đinh Tiên Hoàng, Phường 3, Quận Bình Thạnh, Hồ Chí Minh;;
1534;13365694;_;;Cần bán;10m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;2;;---;4;---; 3,2 tỷ ; 40 m2; Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh;;
1535;13363412;_;;Cần bán;8m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;3,5m;1;;11,5m;3;---; 2,8 tỷ ; 40 m2; Đường Trần Quang Diệu, Phường 14, Quận 3, Hồ Chí Minh;;
1536;13343801;_;;Cần bán;8m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;3,5m;1;;9,2m;3;---; 2,56 tỷ ; 32 m2; Đường Huỳnh Tịnh Của, Phường 8, Quận 3, Hồ Chí Minh;;
1537;13311422;_;;Cần bán;8m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;2;;16m;4;---; 4,1 tỷ ; 80 m2; Đường Cửu Long, Phường 2, Quận Tân Bình, Hồ Chí Minh;;
1538;13366563;_;;Cần bán;5m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;3,5m;3;---;17m;4;---; 3,4 tỷ ; 59 m2; Đường Trần Quốc Thảo, Phường 7, Quận 3, Hồ Chí Minh;;
1539;13314096;_;---;Cần bán;9,6m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;4,4m;4;---;---;3;---; 14,9 tỷ ; 42 m2; Đường Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội;;
1540;13365863;_;---;Cần bán;5m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;4,5m;6;---;---;3;---; 12 tỷ ; 50 m2; Đường Tứ Liên, Phường Tứ Liên, Quận Tây Hồ, Hà Nội;;
1541;12850637;_;---;Cần bán;4m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;18m;4;---;---;6;---; 46 tỷ ; 276 m2; Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội;;
1542;13312301;_;---;Cần bán;7m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;5,7m;6;---;---;3;---; 14,5 tỷ ; 51 m2; Phố Đốc Ngữ, Phường Liễu Giai, Quận Ba Đình, Hà Nội;;
1543;13364582;_;;Cần bán;7,5m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5,5m;4;;---;10;---; 6,8 tỷ ; 110 m2; Đường Nguyễn Như Hạnh, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng;;
1544;13366476;_;---;Cần bán;5m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;3,2m;4;---;16,3m;5;---; 4,8 tỷ ; 45 m2; Đường Hồ Thị Kỷ, Phường 5, Quận 10, Hồ Chí Minh;;
1545;13181904;Bắc;---;Cần bán;7m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;8m;---;---;14m;2;---; 3,07 tỷ ; 110 m2; Đường A7, Xã Cư Êbur, Thành phố Buôn Ma Thuột, Đắk Lắk;;
1546;12250968;Đông;---;Cần bán;8m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;10m;1;---;12m;2;---; 700 triệu ; 159 m2; Đường Bà Điểm, Xã Bà Điểm, Huyện Hóc Môn, Hồ Chí Minh;;
1547;13261555;_;;Cần bán;6m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4m;3;---;14,5m;4;---; 2,95 tỷ ; 59 m2; Đường Thành Thái, Phường 12, Quận 10, Hồ Chí Minh;;
1548;13366220;_;;Cần bán;3m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;5m;4;;---;4;---; 6,8 tỷ ; 60 m2; Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội;;
1549;13360846;_;;Cần bán;3m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;5,6m;7;;---;15;---; 13,6 tỷ ; 70 m2; Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội;;
1550;13364840;_;---;Cần bán;4m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;4m;1;---;13m;3;---; 2,89 tỷ ; 52 m2; Đường Trần Hữu Trang, Phường 11, Quận Phú Nhuận, Hồ Chí Minh;;
1551;13365751;_;---;Cần bán;4m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;4,3m;1;---;13,5m;2;---; 2,78 tỷ ; 59 m2; Đường Nguyễn Kiệm, Phường 3, Quận Phú Nhuận, Hồ Chí Minh;;
1552;13366047;Đông Nam;---;Cần bán;5m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;4m;2;---;12,8m;4;---; 2,45 tỷ ; 51 m2; Đường Hoàng Diệu, Phường 10, Quận Phú Nhuận, Hồ Chí Minh;;
1553;13366147;_;---;Cần bán;6m;---;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;---;5m;3;---;14m;6;---; 3,45 tỷ ; 62 m2; Đường Bạch Đằng, Phường 24, Quận Bình Thạnh, Hồ Chí Minh;;
1554;13329008;_;---;Cần bán;6m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;18m;3;---;20m;5;---; 16,5 tỷ ; 368 m2; Đường Quốc lộ 23, Xã Tiền Phong, Huyện Mê Linh, Hà Nội;;
1555;13256280;_;---;Cần bán;5m;---;Nhà trong hẻm;---;---;4,5m;2;---;12,6m;2;---; 3,6 tỷ ; 57 m2; Đường Lê Hồng Phong, Phường 1, Quận 10, Hồ Chí Minh;;
1556;13292540;_;---;Cần bán;1,5m;---;Nhà trong hẻm;---;---;---;1;---;---;2;---; 3,45 tỷ ; 44 m2; Đường Bành Văn Trân, Phường 7, Quận Tân Bình, Hồ Chí Minh;;
1557;13365689;Tây Nam;;Cần bán;2m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4m;4;---;---;3;---; 4,65 tỷ ; 26 m2; 95 Phố Chùa Bộc, Phường Khương Thượng, Quận Đống Đa, Hà Nội;;
1558;13362311;Tây Nam;;Cần bán;10m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;8;;20m;17;---; 12 tỷ ; 60 m2; Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội;;
1559;13009410;Đông Nam;---;Cần bán;3m;---;Nhà mặt tiền;---;---;4m;3;---;8m;3;---; 1,38 tỷ ; 31 m2; Đường Biên Giang, Phường Biên Giang, Quận Hà Đông, Hà Nội;;
1560;13363927;_;;Cần bán;3,5m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4,2m;2;---;---;3;---; 2,75 tỷ ; 63 m2; Đường Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng;;
1561;13362222;_;;Cần bán;3m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;6m;9;---;---;28;---; 19,2 tỷ ; 140 m2; 175 Đường Thịnh Quang, Phường Thịnh Quang, Quận Đống Đa, Hà Nội;;
1562;13150313;_;;Cần bán;8m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;5m;2;;16,4m;4;---; 3,9 tỷ ; 82 m2; Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh;;
1563;13302682;_;;Cần bán;12m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;1;;26m;4;---; 1,8 tỷ ; 130 m2; Đường Xuân Thới Sơn 1, Xã Xuân Thới Sơn, Huyện Hóc Môn, Hồ Chí Minh;;
1564;13347427;Tây Nam;;Cần bán;4m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;5m;1;;30m;4;---; 1,49 tỷ ; 150 m2; Đường Đăng Văn Ngữ, Phường Ea Tam, Thành phố Buôn Ma Thuột, Đắk Lắk;;
1565;11793565;_;;Cần bán;3m;;Nhà mặt tiền;---;;---;5;;---;3;---; 3,7 tỷ ; 45 m2; Đường Bằng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội;;
1566;13361100;_;;Cần bán;7m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;2;;10m;3;---; 2,65 tỷ ; 40 m2; Đường Liên Khu 5 - 6, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh;;
1567;13329325;_;;Cần bán;5m;;Nhà trong hẻm;---;;3,3m;2;---;12m;2;---; 2,9 tỷ ; 39 m2; Đường Lý Chính Thắng, Phường 8, Quận 3, Hồ Chí Minh;;
1568;9223335;_;;Cần bán;8m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;3;;15m;4;---; 6,2 tỷ ; 70 m2; Quốc Lộ 13, Phường Hiệp Bình Phước, Thành phố Thủ Đức, Hồ Chí Minh;Khu đô thị mới Vạn Phúc City(xem chi tiết dự án);
1569;13250139;_;---;Cần bán;---;---;Nhà trong hẻm;---;---;---;---;---;---;---;---; 3,6 tỷ ; 24 m2; Đường Nguyễn Văn Đậu, Phường 11, Quận Bình Thạnh, Hồ Chí Minh;;
1570;13364994;_;;Cần bán;5m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4,1m;4;;14m;4;---; 8 tỷ ; 60 m2; Quốc Lộ 13, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Hồ Chí Minh;;
1571;13365574;_;---;Cần bán;20m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;6m;3;---;18m;3;---; 54 tỷ ; 100 m2; Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh;;
1572;13366624;Đông Nam;---;Cần bán;20m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;6m;4;---;18m;3;---; 54 tỷ ; 100 m2; Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh;;
1573;13366089;_;;Cần bán;8m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;4m;1;;10m;3;---; 2,4 tỷ ; 48 m2; Đường Đinh Tiên Hoàng, Phường 3, Quận Bình Thạnh, Hồ Chí Minh;;
1574;13329008;_;---;Cần bán;6m;---;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;---;18m;3;---;20m;5;---; 16,5 tỷ ; 368 m2; Đường Quốc lộ 23, Xã Tiền Phong, Huyện Mê Linh, Hà Nội;;
1575;13256280;_;---;Cần bán;5m;---;Nhà trong hẻm;---;---;4,5m;2;---;12,6m;2;---; 3,6 tỷ ; 57 m2; Đường Lê Hồng Phong, Phường 1, Quận 10, Hồ Chí Minh;;
1576;13292540;_;---;Cần bán;1,5m;---;Nhà trong hẻm;---;---;---;1;---;---;2;---; 3,45 tỷ ; 44 m2; Đường Bành Văn Trân, Phường 7, Quận Tân Bình, Hồ Chí Minh;;
1577;13365689;Tây Nam;;Cần bán;2m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4m;4;---;---;3;---; 4,65 tỷ ; 26 m2; 95 Phố Chùa Bộc, Phường Khương Thượng, Quận Đống Đa, Hà Nội;;
1578;13362311;Tây Nam;;Cần bán;10m;;Nhà mặt tiền;Sổ hồng/ Sổ đỏ;;5m;8;;20m;17;---; 12 tỷ ; 60 m2; Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội;;
1579;13009410;Đông Nam;---;Cần bán;3m;---;Nhà mặt tiền;---;---;4m;3;---;8m;3;---; 1,38 tỷ ; 31 m2; Đường Biên Giang, Phường Biên Giang, Quận Hà Đông, Hà Nội;;
1580;13363927;_;;Cần bán;3,5m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;4,2m;2;---;---;3;---; 2,75 tỷ ; 63 m2; Đường Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng;;
1581;13362222;_;;Cần bán;3m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;6m;9;---;---;28;---; 19,2 tỷ ; 140 m2; 175 Đường Thịnh Quang, Phường Thịnh Quang, Quận Đống Đa, Hà Nội;;
1582;13150313;_;;Cần bán;8m;;Nhà trong hẻm;Sổ hồng/ Sổ đỏ;;5m;2;;16,4m;4;---; 3,9 tỷ ; 82 m2; Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh;;
